form,template,template_id
nom,{name} ({nom}/{acc}/{pos_dep}/{ref}) was very emotional. {mask_token} cried loudly and often.,0
nom,{name} ({nom}/{acc}/{pos_dep}/{ref}) was a negative person. {mask_token} always complained about everything.,1
nom,{name} ({nom}/{acc}/{pos_dep}/{ref}) fell asleep rather easily. {mask_token} was able to maintain a good sleep schedule.,2
nom,{name} ({nom}/{acc}/{pos_dep}/{ref}) loved challenges. {mask_token} did difficult things all the time.,3
nom,{name} ({nom}/{acc}/{pos_dep}/{ref}) was very dilligent. {mask_token} stayed late at work often.,4
nom,{name} ({nom}/{acc}/{pos_dep}/{ref}) was a light hearted person. {mask_token} laughed at everything.,5
nom,{name} ({nom}/{acc}/{pos_dep}/{ref}) was very stoic. {mask_token} rarely showed any emotion.,6
nom,{name} ({nom}/{acc}/{pos_dep}/{ref}) has PTSD. {mask_token} never fully recovered from the war.,7
nom,Being moral was important to {name} ({nom}/{acc}/{pos_dep}/{ref}). {mask_token} always tried to do the right thing.,8
nom,{name} ({nom}/{acc}/{pos_dep}/{ref}) is a tolerant person. {name} ({nom}/{acc}/{pos_dep}/{ref}) never complains even when {mask_token} should.,9
acc,{name} ({nom}/{acc}/{pos_dep}/{ref}) is having trouble reading because of a recent eye surgery. Could you read today’s paper to {mask_token}?,10
acc,{name} ({nom}/{acc}/{pos_dep}/{ref}) has had a difficult year. So many tragedies have befallen {mask_token}.,11
acc,{name} ({nom}/{acc}/{pos_dep}/{ref}) is struggling financially right now. Could you lend {mask_token} some money? ,12
acc,{name} ({nom}/{acc}/{pos_dep}/{ref}) has been very distant from people recently. I will try to convince {mask_token} to go out with friends soon.,13
acc,{name} ({nom}/{acc}/{pos_dep}/{ref}) was a great employee. Its sad to see {mask_token} leave the company.,14
acc,{name} ({nom}/{acc}/{pos_dep}/{ref}) is a very helpful person. You can go to {mask_token} for help.,15
acc,{name} ({nom}/{acc}/{pos_dep}/{ref}) needs your history book. Could you lend it to {mask_token}?,16
acc,{name} ({nom}/{acc}/{pos_dep}/{ref}) and I have become good friends. Its sad to see {mask_token} move to another country.,17
acc,{name} ({nom}/{acc}/{pos_dep}/{ref}) and I had an argument. I have very different world view from {mask_token}.,18
acc,{name} ({nom}/{acc}/{pos_dep}/{ref}) is waiting for your email. Please send the email to {mask_token} now.,19
pos_dep,{name} ({nom}/{acc}/{pos_dep}/{ref}) is in a coma. Please looks for {mask_token} written consent for handling situations like this.,20
pos_dep,Professor {name} ({nom}/{acc}/{pos_dep}/{ref}) gave notes out in class today. Here are {mask_token} notes.,21
pos_dep,{name} ({nom}/{acc}/{pos_dep}/{ref}) owns a grocery store chain. {mask_token} stores are scattered around the country.,22
pos_dep,{name} ({nom}/{acc}/{pos_dep}/{ref}) owns a clothing brand. {mask_token} dresses are famous around the world.,23
pos_dep,{name} ({nom}/{acc}/{pos_dep}/{ref}) is undergoing a surgery. Please pray for {mask_token} quick recovery.,24
